id	Name	id_sub	Town	Prefecture	lat	long	facility type	corroboration level	ETNAM 	Shawn Zhang list	Shawn Zhang #	ASPI 2020 #	XJVDB	Media reports	Researchers	Links	Links 2	Links 3	Links 4
																			
																			
																			
106	Shufu - I	B	Shufu	Kashgar	39.3591944444444	75.8638888888889	camp	corroborated	P_QE04, C_QE05 	Shawn Zhang	1	336				https://medium.com/@shawnwzhang/satellite-imagery-of-xinjiang-re-education-camp-%E6%96%B0%E7%96%86%E5%86%8D%E6%95%99%E8%82%B2%E9%9B%86%E4%B8%AD%E8%90%A5%E5%8D%AB%E6%98%9F%E5%9B%BE-96691b1a0d62			
107	Yecheng - I	A	Yecheng	Kashgar	37.9167777777778	77.3514722222222	camp	corroborated	C_QE37	Shawn Zhang	4	18				https://medium.com/@shawnwzhang/satellite-imagery-of-xinjiang-re-education-Pre-2016 programme - detention centre-4-%E6%96%B0%E7%96%86%E5%86%8D%E6%95%99%E8%82%B2%E9%9B%86%E4%B8%AD%E8%90%A5%E5%8D%AB%E6%98%9F%E5%9B%BE-4-ded2f9b4eb38 			
108	Kashgar - I		Kashgar	Kashgar	39.4316666666667	76.05575	camp	corroborated	C_QE01	Shawn Zhang	2	90				https://medium.com/@shawnwzhang/satellite-imagery-of-xinjiang-re-education-camp-%E6%96%B0%E7%96%86%E5%86%8D%E6%95%99%E8%82%B2%E9%9B%86%E4%B8%AD%E8%90%A5%E5%8D%AB%E6%98%9F%E5%9B%BE-2-d6d2ad768977			
109	Hotan County - I	A	Hotan County	Hotan	37.2497777777778	79.8480555555555	detention center	corroborated	P_HO04, C_HO05 	Shawn Zhang	5	6	XJV DB	BBC, China Daily		https://www.bbc.co.uk/news/resources/idt-sh/China_hidden_Pre-2016 programme - detention centres	https://www.youtube.com/watch?v=v_XI-aiCa34	https://shahit.biz/eng/#facilities	
110	Shule - I	B	Shule	Kashgar	39.3581111111111	76.0511388888889	camp	corroborated	P_QE07, C_QE13 	Shawn Zhang	3	317		Economist, Bitter Winter		https://www.economist.com/briefing/2018/05/31/china-has-turned-xinjiang-into-a-police-state-like-no-other	https://bitterwinter.org/more-Pre-2016 programme - detention centres-for-muslims/		
111	Hotan City - VI		Hotan City	Hotan	37.1118055555556	79.9708333333333	camp	corroborated		Shawn Zhang	6	35				https://medium.com/@shawnwzhang/satellite-imagery-of-xinjiang-re-education-Pre-2016 programme - detention centre-6-%E6%96%B0%E7%96%86%E5%86%8D%E6%95%99%E8%82%B2%E9%9B%86%E4%B8%AD%E8%90%A5%E5%8D%AB%E6%98%9F%E5%9B%BE-6-7ba1c51cfb32			
112	Karakax - I		Karakax	Hotan	37.1118611111111	79.6419166666667	camp	corroborated	P_HO11, C_HO12, C_HO13 	Shawn Zhang	7	49	XJV DB		Zenz, Karakax list	https://www.jpolrisk.com/karakax/		https://shahit.biz/eng/#facilities	
113	Makit - I	B	Makit	Kashgar	38.8375833333333	77.7074722222222	camp	corroborated	P_QE17, C_QE23 	Shawn Zhang	8	110				https://medium.com/@shawnwzhang/satellite-imagery-of-xinjiang-re-education-camp-8-%E6%96%B0%E7%96%86%E5%86%8D%E6%95%99%E8%82%B2%E9%9B%86%E4%B8%AD%E8%90%A5%E5%8D%AB%E6%98%9F%E5%9B%BE-8-b64aef1ac67f			
114	Jiashi - I	A	Jiashi	Kashgar	39.5386111111111	76.7139166666667	camp	corroborated	P_QE13, C_QE19 	Shawn Zhang	9	210	XJV DB			https://medium.com/@shawnwzhang/satellite-imagery-of-xinjiang-re-education-camp-8-%E6%96%B0%E7%96%86%E5%86%8D%E6%95%99%E8%82%B2%E9%9B%86%E4%B8%AD%E8%90%A5%E5%8D%AB%E6%98%9F%E5%9B%BE-8-a8b2b303d7f3		https://shahit.biz/eng/#facilities	
115	Zepu - I		Zepu	Kashgar	38.0861805555556	77.1128361111111	camp	corroborated	C_QE34	Shawn Zhang	10	347				https://medium.com/@shawnwzhang/satellite-imagery-of-xinjiang-re-education-camp-10-%E6%96%B0%E7%96%86%E5%86%8D%E6%95%99%E8%82%B2%E9%9B%86%E4%B8%AD%E8%90%A5%E5%8D%AB%E6%98%9F%E5%9B%BE-10-e0d5a86c6d16			
116	Shule - II		Shule	Kashgar	39.3820611111111	76.0725027777778	camp	corroborated	C_QE11	Shawn Zhang	13	329				https://medium.com/@shawnwzhang/satellite-imagery-of-xinjiang-re-education-Pre-2016 programme - detention centre-13-%E6%96%B0%E7%96%86%E5%86%8D%E6%95%99%E8%82%B2%E9%9B%86%E4%B8%AD%E8%90%A5%E5%8D%AB%E6%98%9F%E5%9B%BE-13-3d83e54cecab			
117	Shule - III		Shule	Kashgar	39.3808055555556	76.0782222222222	camp	corroborated	C_QE12	Shawn Zhang	15	58				https://medium.com/@shawnwzhang/satellite-imagery-of-xinjiang-re-education-camp-15-%E6%96%B0%E7%96%86%E5%86%8D%E6%95%99%E8%82%B2%E9%9B%86%E4%B8%AD%E8%90%A5%E5%8D%AB%E6%98%9F%E5%9B%BE-15-305c8c76e58f			
118	Bachu - I		Bachu	Kashgar	39.8252777777778	78.5501111111111	camp	corroborated	C_QE22	Shawn Zhang	16	104				https://medium.com/@shawnwzhang/satellite-imagery-of-xinjiang-re-education-camp-16-%E6%96%B0%E7%96%86%E5%86%8D%E6%95%99%E8%82%B2%E9%9B%86%E4%B8%AD%E8%90%A5%E5%8D%AB%E6%98%9F%E5%9B%BE-16-328d73d0ee70			
119	Kashgar - IV		Kashgar	Kashgar	39.4571111111111	76.0419444444444	camp	corroborated	C_QE03	Shawn Zhang	17,18,19	29				https://medium.com/@shawnwzhang/satellite-imagery-of-xinjiang-re-education-Pre-2016 programme - detention centre-17-%E6%96%B0%E7%96%86%E5%86%8D%E6%95%99%E8%82%B2%E9%9B%86%E4%B8%AD%E8%90%A5%E5%8D%AB%E6%98%9F%E5%9B%BE-17-34bd77f4428a			
120	Kashgar - V		Kashgar	Kashgar	39.4568333333333	75.9753333333333	camp	closed	C_QE04	Shawn Zhang	17,18,19					https://medium.com/@shawnwzhang/satellite-imagery-of-xinjiang-re-education-Pre-2016 programme - detention centre-17-%E6%96%B0%E7%96%86%E5%86%8D%E6%95%99%E8%82%B2%E9%9B%86%E4%B8%AD%E8%90%A5%E5%8D%AB%E6%98%9F%E5%9B%BE-17-34bd77f4428a			
121	Kashgar - VI		Kashgar	Kashgar	39.4693055555556	75.9694722222222	camp	closed		Shawn Zhang	17,18,19			BuzzFeed News		https://www.buzzfeednews.com/article/meghara/the-police-state-of-the-future-is-already-here			
122	Yecheng - II		Yecheng	Kashgar	37.8511944444444	77.4370277777778	camp	corroborated	C_QE38	Shawn Zhang	20	186				https://medium.com/@shawnwzhang/satellite-imagery-of-xinjiang-re-education-camp-20-%E6%96%B0%E7%96%86%E5%86%8D%E6%95%99%E8%82%B2%E9%9B%86%E4%B8%AD%E8%90%A5%E5%8D%AB%E6%98%9F%E5%9B%BE-20-ee8a576c124b			
123	Karakax - IV		Karakax	Hotan	37.2521944444444	79.7218888888889	camp	corroborated	C_HO14	Shawn Zhang	21	21	XJV DB		Zenz, Karakax list	https://www.jpolrisk.com/karakax/	https://shahit.biz/eng/#facilities		
124	Akto - VII		Akto	Kizilsu	39.1479166666667	75.9522222222222	camp	corroborated	C_AR07, C_AR08 	Shawn Zhang	22	257				https://medium.com/@shawnwzhang/satellite-imagery-of-xinjiang-re-education-Pre-2016 programme - detention centre-22-%E6%96%B0%E7%96%86%E5%86%8D%E6%95%99%E8%82%B2%E9%9B%86%E4%B8%AD%E8%90%A5%E5%8D%AB%E6%98%9F%E5%9B%BE-22-417b629045d6			
125	Yining County - VII		Yining County	Ili	43.9744305555556	81.4961555555556	camp	corroborated	C_GH07	Shawn Zhang	24	65	XJV DB	BBC		https://www.bbc.co.uk/news/resources/idt-sh/China_hidden_Pre-2016 programme - detention centres	https://medium.com/@shawnwzhang/satellite-imagery-of-xinjiang-re-education-Pre-2016 programme - detention centre-24-%E6%96%B0%E7%96%86%E5%86%8D%E6%95%99%E8%82%B2%E9%9B%86%E4%B8%AD%E8%90%A5%E5%8D%AB%E6%98%9F%E5%9B%BE-24-3f39057838fe	https://shahit.biz/eng/#facilities	
126	Korla - I		Korla	Bayingolin	41.7050444444444	86.2833722222222	camp	corroborated	C_KO01	Shawn Zhang	25	243				https://medium.com/@shawnwzhang/satellite-imagery-of-xinjiang-re-education-camp-25-%E6%96%B0%E7%96%86%E5%86%8D%E6%95%99%E8%82%B2%E9%9B%86%E4%B8%AD%E8%90%A5%E5%8D%AB%E6%98%9F%E5%9B%BE-25-c4dd36cf60f3			
127	Shufu - II		Shufu	Kashgar	39.33253536	75.68783723	camp	corroborated	C_QE06	Shawn Zhang	26	72	XJV DB			https://medium.com/@shawnwzhang/satellite-imagery-of-xinjiang-re-education-camp-26-%E6%96%B0%E7%96%86%E5%86%8D%E6%95%99%E8%82%B2%E9%9B%86%E4%B8%AD%E8%90%A5%E5%8D%AB%E6%98%9F%E5%9B%BE-26-cce4df07beea	https://shahit.biz/eng/#facilities		
128	Akto - I		Akto	Kizilsu	39.2602777777778	76.0017638888889	camp	corroborated	C_AR11	Shawn Zhang	27	348		Bitter Winter		https://medium.com/@shawnwzhang/satellite-imagery-of-xinjiang-re-education-Pre-2016 programme - detention centre-27-%E6%96%B0%E7%96%86%E5%86%8D%E6%95%99%E8%82%B2%E9%9B%86%E4%B8%AD%E8%90%A5%E5%8D%AB%E6%98%9F%E5%9B%BE-27-ddb9eed70438	https://bitterwinter.org/another-Pre-2016 programme - detention centre-for-muslims-discovered-in-xinjiang/		
129	Jiashi - IV		Jiashi	Kashgar	39.43825	76.7404722222222	camp	corroborated	C_QE18	Shawn Zhang	28	138, 128				https://medium.com/@shawnwzhang/satellite-imagery-of-xinjiang-re-education-camp-28-%E6%96%B0%E7%96%86%E5%86%8D%E6%95%99%E8%82%B2%E9%9B%86%E4%B8%AD%E8%90%A5%E5%8D%AB%E6%98%9F%E5%9B%BE-28-1b5ea249494b			
130	Dabancheng - I	A	Dabancheng	örÅmqi	43.3838333333333	88.2883888888889	prison - medium security	corroborated	P_UR23	Shawn Zhang	29	50		BBC		https://www.bbc.co.uk/news/resources/idt-sh/China_hidden_Pre-2016 programme - detention centres			
131	Hotan City - I	A	Hotan City	Hotan	37.1638333333333	79.8669166666667	camp	corroborated	P_HO02, C_HO01 	Shawn Zhang	30	60				https://medium.com/@shawnwzhang/satellite-imagery-of-xinjiang-re-education-Pre-2016 programme - detention centre-30-%E6%96%B0%E7%96%86%E5%86%8D%E6%95%99%E8%82%B2%E9%9B%86%E4%B8%AD%E8%90%A5%E5%8D%AB%E6%98%9F%E5%9B%BE-30-f99ee2008d42			
132	Yizhou - VI		Yizhou	Hami	42.8114722222222	93.4336111111111	camp	corroborated	C_QU01	Shawn Zhang	31	154		Bitter Winter		https://bitterwinter.org/Pre-2016 programme - detention centre-uyghur-muslims-video/	https://www.youtube.com/watch?v=OJseKFJMaDw		
133	Huocheng - I		Huocheng	Ili	44.02525	80.8740833333333	camp	corroborated	C_GH16	Shawn Zhang	32	3, 226		Bitter Winter		https://bitterwinter.org/hospitals-turned-into-internment-Pre-2016 programme - detention centres/			
134	Aksu - IV		Aksu	Aksu	41.117	80.1618611111111	camp	corroborated		Shawn Zhang	33					https://medium.com/@shawnwzhang/satellite-imagery-of-xinjiang-re-education-Pre-2016 programme - detention centre-33-%E6%96%B0%E7%96%86%E5%86%8D%E6%95%99%E8%82%B2%E9%9B%86%E4%B8%AD%E8%90%A5%E5%8D%AB%E6%98%9F%E5%9B%BE-33-3927a1026acd			
135	Aksu - I		Aksu	Aksu	41.1242222222222	80.1723055555556	camp	corroborated	C_AQ01	Shawn Zhang	53	228				https://medium.com/@shawnwzhang/satellite-imagery-of-xinjiang-re-education-Pre-2016 programme - detention centre-53-%E6%96%B0%E7%96%86%E5%86%8D%E6%95%99%E8%82%B2%E9%9B%86%E4%B8%AD%E8%90%A5%E5%8D%AB%E6%98%9F%E5%9B%BE-53-79cdb76892d8			
136	Kuqa - II		Kuqa	Aksu	41.73125	83.0079722222222	camp	corroborated	C_AQ15	Shawn Zhang	34	183		BBC		https://medium.com/@shawnwzhang/satellite-imagery-of-xinjiang-re-education-Pre-2016 programme - detention centre-34-%E6%96%B0%E7%96%86%E5%86%8D%E6%95%99%E8%82%B2%E9%9B%86%E4%B8%AD%E8%90%A5%E5%8D%AB%E6%98%9F%E5%9B%BE-34-7a9890946fb3	https://www.bbc.co.uk/news/extra/nz0g306v8c/china-tainted-cotton		
137	Gaochang - I		Gaochang	Turpan	42.9608888888889	89.2171666666667	camp	corroborated	C_TU04	Shawn Zhang	36	222		WSJ		https://www.wsj.com/articles/chinas-uighur-Pre-2016 programme - detention centres-swell-as-beijing-widens-the-dragnet-1534534894			
138	Kashgar - II	A	Kashgar	Kashgar	39.4518055555556	76.11025	camp	corroborated	C_QE02	Shawn Zhang	35	258	XJV DB			https://medium.com/@shawnwzhang/satellite-imagery-of-xinjiang-re-education-camp-35-%E6%96%B0%E7%96%86%E5%86%8D%E6%95%99%E8%82%B2%E9%9B%86%E4%B8%AD%E8%90%A5%E5%8D%AB%E6%98%9F%E5%9B%BE-35-a498ac4ff988	https://shahit.biz/eng/#facilities		
139	Shache - I		Shache	Kashgar	38.3650277777778	77.1198611111111	camp	corroborated		Shawn Zhang	46	117				https://medium.com/@shawnwzhang/satellite-imagery-of-xinjiang-re-education-Pre-2016 programme - detention centre-43-44-45-46-47-d7879b59a2b1			
140	Wensu - I	A	Wensu	Aksu	41.344615	80.241489	camp	corroborated	P_AQ10, C_AQ05 	Shawn Zhang	38,39	330				https://medium.com/@shawnwzhang/satellite-imagery-of-xinjiang-re-education-Pre-2016 programme - detention centre-38-%E6%96%B0%E7%96%86%E5%86%8D%E6%95%99%E8%82%B2%E9%9B%86%E4%B8%AD%E8%90%A5%E5%8D%AB%E6%98%9F%E5%9B%BE-38-f46caa13eabf			
141	Wensu - VI		Wensu	Aksu	41.266701	80.247408	camp	corroborated	C_AQ06	Shawn Zhang	38,39	334				https://medium.com/@shawnwzhang/satellite-imagery-of-xinjiang-re-education-Pre-2016 programme - detention centre-38-%E6%96%B0%E7%96%86%E5%86%8D%E6%95%99%E8%82%B2%E9%9B%86%E4%B8%AD%E8%90%A5%E5%8D%AB%E6%98%9F%E5%9B%BE-38-f46caa13eabf			
142	Shule - IV		Shule	Kashgar	39.410674	76.132959	camp	corroborated	C_QE10	Shawn Zhang	40	207				https://medium.com/@shawnwzhang/satellite-imagery-of-xinjiang-re-education-Pre-2016 programme - detention centre-40-%E6%96%B0%E7%96%86%E5%86%8D%E6%95%99%E8%82%B2%E9%9B%86%E4%B8%AD%E8%90%A5%E5%8D%AB%E6%98%9F%E5%9B%BE-40-3d7feeac7f40			
143	Bachu - II		Bachu	Kashgar	39.81887	78.518519	camp	corroborated	C_QE20	Shawn Zhang	41	182				https://medium.com/@shawnwzhang/satellite-imagery-of-xinjiang-re-education-Pre-2016 programme - detention centre-41-%E6%96%B0%E7%96%86%E5%86%8D%E6%95%99%E8%82%B2%E9%9B%86%E4%B8%AD%E8%90%A5%E5%8D%AB%E6%98%9F%E5%9B%BE41-a7ef02b072e2			
144	Artux - I		Artux	Kizilsu	39.6423888888889	75.9946944444444	camp	corroborated	C_AR01	Shawn Zhang	23	224		AP		https://apnews.com/article/china-cables-ap-top-news-international-news-china-race-and-ethnicity-4ab0b341a4ec4e648423f2ec47ea5c47			
145	Artux - II		Artux	Kizilsu	39.639799	75.995126	prison - medium security	corroborated	P_AR04	Shawn Zhang	23	13		AP		https://apnews.com/article/china-cables-ap-top-news-international-news-china-race-and-ethnicity-4ab0b341a4ec4e648423f2ec47ea5c47			
146	Shache - II		Shache	Kashgar	38.46015	77.467439	camp	corroborated	C_QE25	Shawn Zhang	49	184				https://medium.com/@shawnwzhang/satellite-imagery-of-xinjiang-re-education-Pre-2016 programme - detention centre-48-49-50-%E6%96%B0%E7%96%86%E5%86%8D%E6%95%99%E8%82%B2%E9%9B%86%E4%B8%AD%E8%90%A5%E5%8D%AB%E6%98%9F%E5%9B%BE48-49-50-154f68e50c96			
147	Shache - XII		Shache	Kashgar	38.678054	77.304839	camp	corroborated	C_QE24	Shawn Zhang	50	52				https://medium.com/@shawnwzhang/satellite-imagery-of-xinjiang-re-education-Pre-2016 programme - detention centre-48-49-50-%E6%96%B0%E7%96%86%E5%86%8D%E6%95%99%E8%82%B2%E9%9B%86%E4%B8%AD%E8%90%A5%E5%8D%AB%E6%98%9F%E5%9B%BE48-49-50-154f68e50c96			
148	Shache - III		Shache	Kashgar	38.351695	77.30574	camp	corroborated	C_QE26	Shawn Zhang	43	55				https://medium.com/@shawnwzhang/satellite-imagery-of-xinjiang-re-education-Pre-2016 programme - detention centre-43-44-45-46-47-d7879b59a2b1			
149	Shache - IV		Shache	Kashgar	38.317354	77.210579	camp	corroborated	C_QE32	Shawn Zhang	44	36				https://medium.com/@shawnwzhang/satellite-imagery-of-xinjiang-re-education-Pre-2016 programme - detention centre-43-44-45-46-47-d7879b59a2b2			
150	Shache - V		Shache	Kashgar	38.362843	77.225699	camp	corroborated	C_QE28	Shawn Zhang	45	259				https://medium.com/@shawnwzhang/satellite-imagery-of-xinjiang-re-education-Pre-2016 programme - detention centre-43-44-45-46-47-d7879b59a2b3			
151	Shache - VI	A	Shache	Kashgar	38.411947	77.144442	camp	corroborated	C_QE29	Shawn Zhang	46	156				https://medium.com/@shawnwzhang/satellite-imagery-of-xinjiang-re-education-Pre-2016 programme - detention centre-43-44-45-46-47-d7879b59a2b4			
152	Shache - VII		Shache	Kashgar	38.362651	77.120962	camp	corroborated	C_QE31	Shawn Zhang	47	8				https://medium.com/@shawnwzhang/satellite-imagery-of-xinjiang-re-education-camp-43-44-45-46-47-d7879b59a2b1			
153	Shule - V		Shule	Kashgar	39.407461	76.094108	camp	corroborated	C_QE08	Shawn Zhang	51	45				https://medium.com/@shawnwzhang/satellite-imagery-of-xinjiang-re-education-Pre-2016 programme - detention centre-51-%E6%96%B0%E7%96%86%E5%86%8D%E6%95%99%E8%82%B2%E9%9B%86%E4%B8%AD%E8%90%A5%E5%8D%AB%E6%98%9F%E5%9B%BE-51-e426f28d8c9b			
154	Usu - I		Usu	Tacheng	44.421126	84.670065	camp	corroborated	C_CH07	Shawn Zhang	52	191		Bitter Winter		https://bitterwinter.org/buildings-converted-into-Pre-2016 programme - detention centres-for-muslims/	https://medium.com/@shawnwzhang/satellite-imagery-of-xinjiang-re-education-Pre-2016 programme - detention centre-52-%E6%96%B0%E7%96%86%E5%86%8D%E6%95%99%E8%82%B2%E9%9B%86%E4%B8%AD%E8%90%A5%E5%8D%AB%E6%98%9F%E5%9B%BE-52-aa9641cc3aa8		
155	Lop - I	A	Lop	Hotan	37.101962	80.179048	camp	corroborated	P_HO08, C_HO09, C_HO10, C_HO11 	Shawn Zhang	54	189		Bitter Winter		https://bitterwinter.org/another-Pre-2016 programme - detention centre-for-uyghurs-exposed/	https://medium.com/@shawnwzhang/satellite-imagery-of-xinjiang-re-education-camp-54-%E6%96%B0%E7%96%86%E5%86%8D%E6%95%99%E8%82%B2%E9%9B%86%E4%B8%AD%E8%90%A5%E5%8D%AB%E6%98%9F%E5%9B%BE-54-ebc274163226		
156	Karakax - VII		Karakax	Hotan	37.22756	79.734815	camp	probably closed		Shawn Zhang	55		XJV DB			https://medium.com/@shawnwzhang/satellite-imagery-of-xinjiang-re-education-Pre-2016 programme - detention centre-55-%E6%96%B0%E7%96%86%E5%86%8D%E6%95%99%E8%82%B2%E9%9B%86%E4%B8%AD%E8%90%A5%E5%8D%AB%E6%98%9F%E5%9B%BE-55-4dae9f2df453	https://shahit.biz/eng/#facilities		
157	Yining City - I		Yining City	Ili	43.977428	81.13883	camp	corroborated	C_GH05	Shawn Zhang	56	81		NYT, Bitter Winter		https://www.youtube.com/watch?v=uQHuOfKgNsI	https://bitterwinter.org/exclusive-video-transformation-through-education-Pre-2016 programme - detention centre-for-uyghurs-exposed-in-xinjiang/	https://medium.com/@shawnwzhang/satellite-imagery-of-xinjiang-re-education-camp-56-%E6%96%B0%E7%96%86%E5%86%8D%E6%95%99%E8%82%B2%E9%9B%86%E4%B8%AD%E8%90%A5%E5%8D%AB%E6%98%9F%E5%9B%BE-56-bf6ed2b88f04	
158	Yining County - I	A	Yining County	Ili	44.000237	81.533377	camp	corroborated	P_GH06, C_GH10 	Shawn Zhang	57	149				https://medium.com/@shawnwzhang/satellite-imagery-of-xinjiang-re-education-Pre-2016 programme - detention centre-57-%E6%96%B0%E7%96%86%E5%86%8D%E6%95%99%E8%82%B2%E9%9B%86%E4%B8%AD%E8%90%A5%E5%8D%AB%E6%98%9F%E5%9B%BE-57-dec5b7e2b7c0			
159	Qapqal - V		Qapqal	Ili	43.839905	81.164962	camp	corroborated	C_GH14	Shawn Zhang	58	54	XJV DB	BuzzFeed News, Bitter Winter, XJ victims DB		https://www.buzzfeednews.com/article/meghara/china-new-internment-camps-xinjiang-uighurs-muslims	https://bitterwinter.org/uyghurs-being-monitored-even-while-showering/	https://shahit.biz/eng/#facilities	https://medium.com/@shawnwzhang/satellite-imagery-of-xinjiang-re-education-camp-58-%E6%96%B0%E7%96%86%E5%86%8D%E6%95%99%E8%82%B2%E9%9B%86%E4%B8%AD%E8%90%A5%E5%8D%AB%E6%98%9F%E5%9B%BE-58-9e7e0ea1a889
160	Fukang - I		Fukang	Changji	44.196194	87.874286	camp	corroborated	P_SA12, C_SA09 	Shawn Zhang	59	246				https://medium.com/@shawnwzhang/satellite-imagery-of-xinjiang-re-education-Pre-2016 programme - detention centre-59-%E6%96%B0%E7%96%86%E5%86%8D%E6%95%99%E8%82%B2%E9%9B%86%E4%B8%AD%E8%90%A5%E5%8D%AB%E6%98%9F%E5%9B%BE-59-1bd28c232be0			
161	Bachu - III		Bachu	Kashgar	39.81254	78.556033	camp	corroborated		Shawn Zhang	60	292				https://medium.com/@shawnwzhang/satellite-imagery-of-xinjiang-re-education-Pre-2016 programme - detention centre-60-%E6%96%B0%E7%96%86%E5%86%8D%E6%95%99%E8%82%B2%E9%9B%86%E4%B8%AD%E8%90%A5%E5%8D%AB%E6%98%9F%E5%9B%BE-60-cd6330e77dad			
162	Qira - I		Qira	Hotan	36.982383	80.813753	camp	corroborated	C_HO20	Shawn Zhang	61	229				https://medium.com/@shawnwzhang/satellite-imagery-of-xinjiang-re-education-Pre-2016 programme - detention centre-61-%E6%96%B0%E7%96%86%E5%86%8D%E6%95%99%E8%82%B2%E9%9B%86%E4%B8%AD%E8%90%A5%E5%8D%AB%E6%98%9F%E5%9B%BE-61-7b26d815e3e5			
163	Qira - II	A	Qira	Hotan	36.96451	80.813332	camp	corroborated	C_HO21	Shawn Zhang	62	170				https://medium.com/@shawnwzhang/satellite-imagery-of-xinjiang-re-education-Pre-2016 programme - detention centre-62-%E6%96%B0%E7%96%86%E5%86%8D%E6%95%99%E8%82%B2%E9%9B%86%E4%B8%AD%E8%90%A5%E5%8D%AB%E6%98%9F%E5%9B%BE-62-60b6e362b24c			
164	Hotan City - II	A	Hotan City	Hotan	37.130112	79.971045	camp	corroborated	C_HO03, C_HO04 	Shawn Zhang	63	40		CCTV		https://medium.com/@shawnwzhang/satellite-imagery-of-xinjiang-re-education-camp-63-%E6%96%B0%E7%96%86%E5%86%8D%E6%95%99%E8%82%B2%E9%9B%86%E4%B8%AD%E8%90%A5%E5%8D%AB%E6%98%9F%E5%9B%BE-63-5b324fa241d1	http://tv.cctv.com/2018/10/16/VIDEVvr9aq34SsDMrB6IRGnh181016.shtml		
165	Huocheng - II		Huocheng	Ili	44.058975	80.849792	camp	corroborated		Shawn Zhang	64	16		Bitter Winter		https://bitterwinter.org/Pre-2016 programme - detention centres-for-uyghurs-schools-or-jails/	https://bitterwinter.org/muslim-detainees-forced-to-perform-free-labor/	https://medium.com/@shawnwzhang/satellite-imagery-of-xinjiang-re-education-camp-64-%E6%96%B0%E7%96%86%E5%86%8D%E6%95%99%E8%82%B2%E9%9B%86%E4%B8%AD%E8%90%A5%E5%8D%AB%E6%98%9F%E5%9B%BE-64-e242c0d61119	
166	Qiemo - I		Qiemo	Bayingolin	38.104943	85.574115	camp	corroborated	P_KO19, C_KO10 	Shawn Zhang	65	37,53				https://medium.com/@shawnwzhang/satellite-imagery-of-xinjiang-re-education-Pre-2016 programme - detention centre-65-%E6%96%B0%E7%96%86%E5%86%8D%E6%95%99%E8%82%B2%E9%9B%86%E4%B8%AD%E8%90%A5%E5%8D%AB%E6%98%9F%E5%9B%BE-65-8777020022af			
167	Yutian - I		Yutian	Hotan	36.800339	81.832909	camp	corroborated		Shawn Zhang	66	311		Global Times		http://www.globaltimes.cn/content/1123910.shtml	https://medium.com/@shawnwzhang/satellite-imagery-of-xinjiang-re-education-camp-66-%E6%96%B0%E7%96%86%E5%86%8D%E6%95%99%E8%82%B2%E9%9B%86%E4%B8%AD%E8%90%A5%E5%8D%AB%E6%98%9F%E5%9B%BE-66-f617a26a02ff		
168	Yutian - II	B	Yutian	Hotan	36.835777	81.755686	camp	corroborated	P_HO16, C_HO22 	Shawn Zhang	67	119, 97		RFA		https://medium.com/@shawnwzhang/satellite-imagery-of-xinjiang-re-education-Pre-2016 programme - detention centre-67-%E6%96%B0%E7%96%86%E5%86%8D%E6%95%99%E8%82%B2%E9%9B%86%E4%B8%AD%E8%90%A5%E5%8D%AB%E6%98%9F%E5%9B%BE-67-ca481e15265b	https://www.rfa.org/uyghur/xewerler/kishilik-hoquq/keriyede-30ming-kishi-lagerda-08302018231925.html	https://medium.com/@shawnwzhang/satellite-imagery-of-xinjiang-re-education-camp-67-%E6%96%B0%E7%96%86%E5%86%8D%E6%95%99%E8%82%B2%E9%9B%86%E4%B8%AD%E8%90%A5%E5%8D%AB%E6%98%9F%E5%9B%BE-67-ca481e15265b	
169	Yengisar - I	B	Yengisar	Kashgar	38.937523	76.058796	camp	corroborated	P_QE09, C_QE14 	Shawn Zhang	68	343				https://medium.com/@shawnwzhang/satellite-imagery-of-xinjiang-re-education-Pre-2016 programme - detention centre-68-%E6%96%B0%E7%96%86%E5%86%8D%E6%95%99%E8%82%B2%E9%9B%86%E4%B8%AD%E8%90%A5%E5%8D%AB%E6%98%9F%E5%9B%BE-68-47f872ab0cff			
