id	Name	id_sub	Town	Prefecture	lat	long	facility type	corroboration level	ETNAM 	Shawn Zhang list	Shawn Zhang #	ASPI 2020 #	XJVDB	Media reports	Researchers	Links	Links 2	Links 3	Links 4
170	Yengisar - II		Yengisar	Kashgar	38.9608	76.156387	camp	corroborated	C_QE15	Shawn Zhang	69	163				https://medium.com/@shawnwzhang/satellite-imagery-of-xinjiang-re-education-Pre-2016 programme - detention centre-68-%E6%96%B0%E7%96%86%E5%86%8D%E6%95%99%E8%82%B2%E9%9B%86%E4%B8%AD%E8%90%A5%E5%8D%AB%E6%98%9F%E5%9B%BE-68-f5c30d1785f7			
171	Jiashi - II		Jiashi	Kashgar	39.488704	76.706074	camp	corroborated	C_QE17	Shawn Zhang	70	328				https://medium.com/@shawnwzhang/satellite-imagery-of-xinjiang-re-education-Pre-2016 programme - detention centre-70-%E6%96%B0%E7%96%86%E5%86%8D%E6%95%99%E8%82%B2%E9%9B%86%E4%B8%AD%E8%90%A5%E5%8D%AB%E6%98%9F%E5%9B%BE-70-2f9d2f9bff17			
176	Shufu - III		Shufu	Kashgar	39.370881990349	75.8623248526156	detention center	Pre-2016 programme - detention centre	P_QE03										
235	Shufu - VI		Shufu	Kashgar	39.3973765000108	75.9601939188726	prison - high security	Satellite - strong				260							
261	Shufu - VII		Shufu	Kashgar	39.3683021391562	75.8568830562674	camp	Satellite - medium				275							
262	Shufu - VIII		Shufu	Kashgar	39.3689034731738	75.8549089504324	camp	Satellite - medium				275							
284	Shule - VI		Shule	Kashgar	39.3908564973556	76.0230994181603		Pre-2016 programme	P_QE06										
347	Shule - VIII		Shule	Kashgar	39.4048021090489	76.2374536567229	camp	Satellite - medium				276							
360	Tumxuk - I		Tumxuk	XPCC	39.8763181331198	79.125633392258	detention center	Satellite - strong	P_QE25			291							
376	Tumxuk - II		Tumxuk	XPCC	39.9163478503672	79.1262854482977		Pre-2016 programme											
383	Tumxuk - III		Tumxuk	XPCC	39.7951636028804	79.078448464981	prison - medium security	Satellite - strong				319, 388							
384			Tumxuk	XPCC	39.7379970259681	79.1476084201274		Pre-2016 programme											
385			Tumxuk	XPCC	39.732250649159	79.1944719760356		Pre-2016 programme											
387			Tumxuk	XPCC	39.7673667913343	78.9451087141055		Pre-2016 programme											
388			Tumxuk	XPCC	39.7455855428629	78.9150737920484		Pre-2016 programme											
390			Tumxuk	XPCC	39.6334486809788	78.86142939414		Pre-2016 programme											
395			Bachu	Kashgar	39.6351883838371	79.0315403460371		Pre-2016 programme											
396	Bachu - IV		Bachu	Kashgar	39.8757616281162	78.6603326414806	detention center	Satellite - strong	P_QE15			206							
397	Wensu - II		Wensu	Aksu	41.0850572770799	80.3998040484291	prison - high security	corroborated	P_AQ08			30	XJV DB			https://twitter.com/shahitbiz/status/1417276265296502784?s=20 			
398	Wensu - III		Wensu	Aksu	41.0799253451204	80.3969461049852	detention center	corroborated	P_AQ07			230	XJV DB			https://shahit.biz/eng/#facilities			
404	Tumxuk - IV		Tumxuk	XPCC	39.9121633248484	79.023823349983	prison - medium security	corroborated	C_QE42			51	XJV DB			https://shahit.biz/eng/#facilities			
406			Tumxuk	XPCC	39.8981037961069	79.0279281679341		Pre-2016 programme											
413	Tumxuk - V	A	Tumxuk	XPCC	39.8512912356188	79.0229010308576	prison - high security	Satellite - strong	C_QE40			106							
414	Tumxuk - V	B	Tumxuk	XPCC	39.8538034527734	79.0233757528983	prison - high security	sub-compound	C_QE41			173							
419	Korla - II		Korla	Bayingolin	41.7086845033639	86.2790172422698	detention center	Satellite - strong	P_KO07			111							
421	Korla - III		Korla	Bayingolin	41.7106553382716	86.2851326788237	prison - medium security	Satellite - strong	P_KO06			159							
422	Korla - IV		Korla	Bayingolin	41.7167770903598	86.2837657438808	prison - high security	Satellite - strong	P_KO05			162	XJV DB			https://shahit.biz/eng/#facilities			
423	Korla - V	A	Korla	Bayingolin	41.720042292371	86.290536720368	detention center	Satellite - strong				146							
431	Artux - III		Artux	Kizilsu	39.7322929454997	75.9933540618709	prison - high security	corroborated	P_AR05			168	XJV DB			https://shahit.biz/eng/#facilities			
432	Artux - IV		Artux	Kizilsu	39.6761852744129	76.0818846323335	detention center	Satellite - strong	P_AR03			295							
434	Artux - V		Artux	Kizilsu	39.667905622156	76.0897551264998	camp	Satellite - medium	C_AR03	Shawn Zhang		67				https://medium.com/@shawnwzhang/additional-list-of-re-education-camps-in-xinjiang-bb9258ae9eb1			
446	Kashgar - VII	A	Kashgar	Kashgar	39.4298812146422	76.0553357223191	detention center	corroborated				297	XJV DB			https://shahit.biz/eng/#facilities			
447	Kashgar - VII	B	Kashgar	Kashgar	39.4298812146422	76.057299099318	detention center	sub-compound											
465	Akto - IV		Akto	Kizilsu	39.2488492790063	76.0082000732464	prison - medium security	Satellite - strong				298							
468	Akto - II		Akto	Kizilsu	39.1416536796075	75.9441292620106	detention center	Satellite - strong	P_AR07			161							
470	Akto - III	A	Akto	Kizilsu	39.116595000623	75.9238811330833	camp	Satellite - strong	C_AR06			176							
485	Bachu - IX		Bachu	Kashgar	39.7763346748295	78.5452059170998	camp	Satellite - medium	C_QE21			20							
513	Shache - VIII		Shache	Kashgar	38.9682170456942	77.4339677149035	prison - medium security	corroborated	P_QE19			356	XJV DB			https://shahit.biz/eng/#facilities			
514	Shache - IX		Shache	Kashgar	38.9948576875174	77.4459143692617		Pre-2016 programme	P_QE20			31							
533	Shache - VI	B	Shache	Kashgar	38.412926192015	77.1480475929728	detention center	sub-compound	P_QE21	Shawn Zhang	46					https://medium.com/@shawnwzhang/satellite-imagery-of-xinjiang-re-education-Pre-2016 programme - detention centre-43-44-45-46-47-d7879b59a2b5			
534	Shache - VI	C	Shache	Kashgar	38.4114698013378	77.1484827366929	prison - medium security	sub-compound		Shawn Zhang	46	19				https://medium.com/@shawnwzhang/satellite-imagery-of-xinjiang-re-education-Pre-2016 programme - detention centre-43-44-45-46-47-d7879b59a2b5			
550	Shache - X		Shache	Kashgar	38.2364008910106	77.0965534340139	camp	corroborated	C_QE33	Shawn Zhang	76	64				https://medium.com/@shawnwzhang/satellite-imagery-of-xinjiang-re-education-Pre-2016 programme - detention centre-76-8e67dc270591			
558	Toutunhe - I		Toutunhe	örÅmqi	43.8070216804843	87.297086239447	camp	Satellite - strong	C_UR04			188							
563	Saybagh - I		Saybagh	örÅmqi	43.7484133936151	87.4420881873706	prison - high security	corroborated	P_UR15			369	XJV DB			https://shahit.biz/eng/#facilities			
565	Midong - I		Midong	örÅmqi	43.9627395567556	87.7826219924253	detention center	Satellite - strong	P_UR10			320							
566	Zepu - II	A	Zepu	Kashgar	38.0786751570617	77.2173375807846	detention center	Satellite - strong				300							
570	Yecheng - IV		Yecheng	Kashgar	37.8521507386712	77.4538771508218	camp	Satellite - strong											
571	Yecheng - III		Yecheng	Kashgar	37.8463514464205	77.4428827038294	camp	Satellite - strong											
572	Yecheng - VI		Yecheng	Kashgar	37.8438453508469	77.4512955802408	camp	Satellite - medium											
574	Yecheng - I	B	Yecheng	Kashgar	37.9126326555455	77.3499727137439	detention center	sub-compound	P_QE23, C_QE36 	Shawn Zhang	4	68, 83				https://medium.com/@shawnwzhang/satellite-imagery-of-xinjiang-re-education-Pre-2016 programme - detention centre-4-%E6%96%B0%E7%96%86%E5%86%8D%E6%95%99%E8%82%B2%E9%9B%86%E4%B8%AD%E8%90%A5%E5%8D%AB%E6%98%9F%E5%9B%BE-4-ded2f9b4eb38 			
585	Hotan County - II		Hotan County	Hotan	37.0184253540847	79.802389161992	prison - medium security	Satellite - strong	P_HO03			306							
588			Gaochang	Turpan	43.1554309116573	88.8372151145006		Pre-2016 programme							Laogai handbook	https://web.archive.org/web/20120228232013/http://www.laogai.it/wp-content/uploads/2009/06/laogai-handbook.pdf			
592	Aral - I		Aral	XPCC	40.5000420987807	81.2459481094406	prison - high security	Satellite - strong	C_AQ18			48							
593	Karamay - I		Karamay	Karamay	45.5342888305602	84.7974118445679	prison - medium security	corroborated	P_QA03	Shawn Zhang	80	105		Bitter Winter		https://bitterwinter.org/massive-underground-prison/	https://medium.com/@shawnwzhang/satellite-imagery-of-xinjiang-re-education-camp-80-1be7a8d78572		
594	Karamay - II		Karamay	Karamay	45.5306348991232	84.8011776660248	detention center	corroborated	P_QA02	Shawn Zhang	80	250	XJV DB	Bitter Winter		https://bitterwinter.org/massive-underground-prison/	https://medium.com/@shawnwzhang/satellite-imagery-of-xinjiang-re-education-camp-80-1be7a8d78572	https://shahit.biz/eng/#facilities	
595	Altay - I	A	Altay	Altay	47.7359331271377	88.0546848171227	detention center	Satellite - strong	P_AL02, C_AL01 			88							
602	Yopurga - I		Yopurga	Kashgar	39.217659169842	76.845771297264	detention center	Satellite - strong	P_QE11			223							
603	Yopurga - II		Yopurga	Kashgar	39.2201777097591	76.8460287893295	camp	Satellite - medium	C_QE16			132							
604	Yopurga - III		Yopurga	Kashgar	39.2210381273101	76.76853726127		Pre-2016 programme - detention centre	P_QE10										
609	Awat - I		Awat	Aksu	40.651167752537	80.4338610441173	camp	Satellite - medium				288							
615	Aksu - II		Aksu	Aksu	41.1909536098357	80.2734334485829	prison - medium security	Satellite - strong	C_AQ03, C_AQ04 			333							
616	Wushi - I		Wushi	Aksu	41.1837205509142	79.2681924564216	detention center	corroborated	P_AQ12			71		RFA		https://www.rfa.org/english/news/uyghur/Pre-2016 programme - detention centres-09102020142042.html			
617	Barkol - III	A	Barkol	Hami	43.600060166968	92.9588891632036	detention center	Satellite - strong	P_QU05			23							
618	Yuli - I		Yuli	Bayingolin	41.3740263521813	86.3192210106279	camp	corroborated	C_KO04	Shawn Zhang	88	200				https://medium.com/@shawnwzhang/satellite-imagery-of-xinjiang-re-education-Pre-2016 programme - detention centre-88-73121efd51f3			
619	Hotan County - III		Hotan County	Hotan	37.2415740243971	79.860033692255	prison - high security	Satellite - strong	C_HO08			4							
620	Hotan County - IV		Hotan County	Hotan	37.2409835453195	79.8491546524906	prison - medium security	Satellite - strong	C_HO06	Shawn Zhang		84				https://medium.com/@shawnwzhang/additional-list-of-re-education-camps-in-xinjiang-bb9258ae9eb1			
621	Kunyu - I		Kunyu	XPCC	37.2337240309886	79.3249229669308	prison - high security	Satellite - strong				192							
622	Pishan - IV		Pishan	Hotan	37.5456309164613	78.2913680113745	camp	Satellite - strong				364							
624	Minfeng - I		Minfeng	Hotan	37.0223017030769	82.6868657449047	detention center	Satellite - strong	C_HO24			355							
628			Tumxuk	XPCC	39.9855822987817	79.4200335671921		Pre-2016 programme											
629			Tumxuk	XPCC	39.9480708706913	79.4762180214508		Pre-2016 programme											
630			Tumxuk	XPCC	39.9476185208641	79.5062779503219		Pre-2016 programme											
631			Tumxuk	XPCC	39.9751204332603	79.3433911216543		Pre-2016 programme											
632			Tumxuk	XPCC	39.9898741572683	79.3461440457592		Pre-2016 programme											
633			Tumxuk	XPCC	39.993804006557	79.3276810752016		Pre-2016 programme											
634	Tumxuk - VI		Tumxuk	XPCC	39.9348676901135	79.3821014356889	prison - medium security	Satellite - strong				135							
635			Tumxuk	XPCC	39.9470947027871	79.4157655731		Pre-2016 programme											
638			Tumxuk	XPCC	40.0688389003461	79.4715427625565		Pre-2016 programme											
639	Shufu - IV		Shufu	Kashgar	39.4721088129536	75.698182943191	prison - medium security	corroborated	P_QE05			204	XJV DB			https://shahit.biz/eng/#facilities			
640	Shufu - V		Shufu	Kashgar	39.4552306961577	75.7130706780147	camp	Satellite - medium	C_QE07			38							
641	Artux - IX		Artux	Kizilsu	39.6986625269182	76.141645681401	camp	Satellite - medium	P_AR02			294							
642	Kuqa - I		Kuqa	Aksu	41.7536525014888	83.018925250149	prison - medium security	corroborated	P_AQ19, C_AQ16 	Shawn Zhang	34	152		RFA		https://www.rfa.org/english/news/uyghur/kuchar-08092018124248.html	https://medium.com/@shawnwzhang/satellite-imagery-of-xinjiang-re-education-Pre-2016 programme - detention centre-34-%E6%96%B0%E7%96%86%E5%86%8D%E6%95%99%E8%82%B2%E9%9B%86%E4%B8%AD%E8%90%A5%E5%8D%AB%E6%98%9F%E5%9B%BE-34-7a9890946fb3		
643	Burqin - II		Burqin	Altay	47.7107265858885	86.8589799623307	camp	Satellite - medium	C_AL03			240							
644	Jinghe - I	A	Jinghe	Bortala	44.5453170778227	82.9159674123978	detention center	Satellite - strong	P_BO05			180							
645	Huyanghe - I		Huyanghe City	XPCC	44.4511606702903	84.9651788250713		Pre-2016 programme - detention centre	P_KU02			221							
646	Usu - II		Usu	Tacheng	44.3745631922069	84.7663370250004	detention center	Satellite - strong	C_CH09			281							
647	Tacheng - I	A	Tacheng	Tacheng	46.7961135818862	83.0722314396737	detention center	corroborated	P_CH03			367	XJV DB			https://shahit.biz/eng/viewentry.php?entryno=4981&fbclid=IwAR0YnvD42jjlimvYia3yuGhklT0JC_v-H5_RbG6wWfJ77Pt3XCx0vl0pPg8			
648	Shanshan - VI		Shanshan	Turpan	42.88091380273	90.1315112488512	camp	corroborated	C_TU10	Shawn Zhang	87	345				https://medium.com/@shawnwzhang/satellite-imagery-of-xinjiang-re-education-Pre-2016 programme - detention centre-87-39cdd5f3258a			
650	Bole - I		Bole	Bortala	44.8934530072774	81.9658860804486	prison - medium security	Satellite - medium	C_BO01			324							
651	Wushi - II	B	Wushi	Aksu	41.2090130532188	79.2037303130044	camp	corroborated	P_AQ11, C_AQ08 					RFA		https://www.rfa.org/english/news/uyghur/Pre-2016 programme - detention centres-09102020142042.html			
652	Bachu - VI		Bachu	Kashgar	39.6904247540559	78.0439827907185	prison - medium security	Satellite - strong				233							
653	Bachu - VII		Bachu	Kashgar	39.7177366255393	78.0677943978995	prison - medium security	Satellite - strong				253							
654	Bachu - VIII		Bachu	Kashgar	39.7405356922358	78.0111247625377	prison - medium security	Satellite - strong				252							
657	Lop - IV		Lop	Hotan	37.0365794509697	80.2601483214514	camp	Satellite - strong				255							
658	Lop - III		Lop	Hotan	37.0558941274474	80.2190804111636	detention center	Satellite - strong	P_HO09			57							
659	Xinshi - I		Xinshi	örÅmqi	43.8987128056078	87.5791637067614	prison - medium security	corroborated	P_UR01			262			Laogai handbook	https://web.archive.org/web/20120228232013/http://www.laogai.it/wp-content/uploads/2009/06/laogai-handbook.pdf			
660	Xinshi - VII		Xinshi	örÅmqi	43.8908742468095	87.5801507596789	prison - high security	Satellite - strong	P_UR07			261							
662	Dushanzi - I	A	Dushanzi	Karamay	44.3321399963139	84.8216095709889	detention center	corroborated	P_QA06	Shawn Zhang	79	175				https://medium.com/@shawnwzhang/satellite-imagery-of-xinjiang-re-education-Pre-2016 programme - detention centre-79-a4823f366ed0			
663	Kuytun - I	A	Kuytun	Ili	44.4116756123902	85.0694246731451	detention center	Satellite - strong	P_KU03, C_KU01 			386							
664	Shawan - I	A	Shawan	Tacheng	44.3457917328496	85.6309907868638	detention center	corroborated	P_CH11, C_CH04 	Shawn Zhang	83	247				https://medium.com/@shawnwzhang/satellite-imagery-of-xinjiang-re-education-Pre-2016 programme - detention centre-83-377e9453db7a			
665	Manas - I		Manas	Changji	44.329353638831	86.1601359880253	detention center	corroborated	P_SA09	Shawn Zhang	85	218				https://medium.com/@shawnwzhang/satellite-imagery-of-xinjiang-re-education-Pre-2016 programme - detention centre-85-61af926ea61a			
666	Changji - I	A	Changji	Changji	44.1027732442182	86.9965917060608	detention center	corroborated	P_SA05, C_SA03, C_SA04 	Shawn Zhang	86	46				https://medium.com/@shawnwzhang/satellite-imagery-of-xinjiang-re-education-Pre-2016 programme - detention centre-86-8137ce0b8b82			
667	Hutubi - I	A	Hutubi	Changji	44.2068571695938	86.8938591336897	camp	corroborated	P_SA06, C_SA08 	Shawn Zhang	84	108				https://medium.com/@shawnwzhang/satellite-imagery-of-xinjiang-re-education-Pre-2016 programme - detention centre-84-7643d7adc243			
668	Shihezi - I		Shihezi	Shihezi	44.2361629352083	85.969501638958		Pre-2016 programme	P_SH03			236							
669	Kalpin - I		Kalpin	Aksu	40.525010804992	79.0223963900949	camp	Satellite - strong	C_AQ12			137							
670	Xayar - I	A	Xayar	Aksu	41.2333948888174	82.8347619764854	prison - medium security	Satellite - strong	P_AQ18, C_AQ14 	Shawn Zhang		238				https://medium.com/@shawnwzhang/additional-list-of-re-education-camps-in-xinjiang-bb9258ae9eb1			
671	Baicheng - I	A	Baicheng	Aksu	41.77160029841	81.8237256274767	detention center	Satellite - strong	P_AQ15, P_AQ16, C_AQ13 			216							
672	Luntai - I	A	Luntai	Bayingolin	41.8081946268458	84.2984771598656	detention center	Satellite - strong	P_KO11, C_KO05 			73							
673	Tiemenguan - I		Tiemenguan	XPCC	41.885458359112	85.5891216200147	prison - high security	corroborated				251		BBC		https://www.bbc.co.uk/news/extra/nz0g306v8c/china-tainted-cotton			
674	Gaochang - II		Gaochang	Turpan	42.9454993463864	89.2323088275309	camp	Satellite - medium	C_TU01	Shawn Zhang	76, 77, 78	312				https://medium.com/@shawnwzhang/satellite-imagery-of-xinjiang-re-education-Pre-2016 programme - detention centre-76-77-78-226728c6c738			
675	Shanshan - I		Shanshan	Turpan	42.9708735691389	90.3883721297539	detention center	Satellite - strong	P_TU05			148							
676	Wenquan - I		Wenquan	Bortala	44.9619125792152	81.0331973233665	detention center	Satellite - strong	C_BO02			341							
677	Baijiantan - I		Baijiantan	Karamay	45.6986868219182	85.1542257498038	detention center	Satellite - strong	P_QA07, C_QA01 	Shawn Zhang		74				https://medium.com/@shawnwzhang/additional-list-of-re-education-camps-in-xinjiang-bb9258ae9eb1			
678	Fuyun - I	A	Fuyun	Altay	46.9984657011717	89.4978664759952	detention center	Satellite - strong	P_AL08, C_AL05 			77							
679	Burqin - I		Burqin	Altay	47.694574937091	86.8684553015846	detention center	corroborated	P_AL06			278	XJV DB			https://shahit.biz/eng/#facilities			
680	Habahe - I		Habahe	Altay	48.083094985894	86.4045083122792		Pre-2016 programme - detention centre	P_AL07										
681	Xinyuan - I		Xinyuan	Ili	43.4506067296637	82.7379306881202		Pre-2016 programme											
682	Xinyuan - II		Xinyuan	Ili	43.4395195485254	82.7462481378582	prison - medium security	corroborated				197	XJV DB			https://shahit.biz/eng/#facilities			
683	Xinyuan - III		Xinyuan	Ili	43.4447592816802	83.2351614568016	camp	corroborated						BBC		https://www.bbc.com/news/amp/world-asia-china-55794071?__twitter_impression=true			
684	Xinyuan - IV		Xinyuan	Ili	43.4600551525913	83.2747914861924	prison - high security	corroborated	P_GH17, C_GH21 			321	XJV DB			https://shahit.biz/eng/#facilities			
685	Nilka - I	A	Nilka	Ili	43.8163540404853	82.5153209974295	detention center	Satellite - strong	P_GH13, C_GH19 			47							
686	Changji - II		Changji	Changji	44.3112651643283	87.4383818081631	prison - high security	Satellite - strong	P_SA03, C_SA07 			80, 43							
687	Changji - III		Changji	Changji	44.3200460593824	87.4325024060024	prison - medium security	corroborated	P_SA04, C_SA06 			167	XJV DB		Laogai handbook	https://web.archive.org/web/20120228232013/http://www.laogai.it/wp-content/uploads/2009/06/laogai-handbook.pdf	https://shahit.biz/eng/#facilities		
690	Barkol - I		Barkol	Hami	43.6017996721869	93.1033543828223	camp	Satellite - strong	C_QU04			75							
691	Yizhou - VII		YIzhou	Hami	42.7787958726459	93.7995932888125	camp	Satellite - medium				127							
692	Yizhou - I	A	Yizhou	Hami	42.8628470757958	93.5174651689014	detention center	corroborated	P_QU02			339		Bitter Winter		https://bitterwinter.org/new-transformation-through-education-Pre-2016 programme - detention centres/			
693	Gaochang - III		Gaochang	Turpan	42.9818805245056	89.167022958478	detention center	Satellite - strong	P_TU01			93							
695	Hejing - I	A	Hejing	Bayingolin	42.3120693743158	86.3092017439008	camp	corroborated		Shawn Zhang	74	96				https://medium.com/@shawnwzhang/satellite-imagery-of-xinjiang-re-education-Pre-2016 programme - detention centre-74-fbb722d97f71			
696	Yanqi - I		Yanqi	Bayingolin	41.9352007530755	86.409115745304	prison - medium security	Satellite - strong	P_KO15			76							
697	Ruoqiang - I		Ruoqiang	Bayingolin	38.9889419770331	88.1780744865277	detention center	Satellite - strong				33							
698	Qira - IV		Qira	Hotan	36.9732228403555	80.8401130261764	detention center	Satellite - strong	P_HO14			310							
699	Yutian - IV		Yutian	Hotan	37.0042899376343	81.6169714729174		Pre-2016 programme							Laogai handbook	https://web.archive.org/web/20120228232013/http://www.laogai.it/wp-content/uploads/2009/06/laogai-handbook.pdf			
700	Kunyu - II		Kunyu	XPCC	37.2180981826586	79.2971305215801	detention center	Satellite - strong				305							
701	Zhaosu - I	A	Zhaosu	Ili	43.1801573879959	81.1341420009433	detention center	corroborated	P_GH19, C_GH25 	Shawn Zhang		385		BuzzFeed News		https://www.buzzfeednews.com/article/meghara/inside-xinjiang-detention-camp			
702	Gongliu - I	A	Gongliu	Ili	43.5181250286318	82.2093695556845	camp	Satellite - strong	P_GH15, C_GH20 			98							
703	Tekes - I	A	Tekes	Ili	43.1981176539719	81.8248938261887	detention center	Satellite - strong	P_GH18, C_GH23 										
704	Yining City - II	A	Yining City	Ili	43.9030540193605	81.3896863018718	camp	Satellite - strong	P_GH01, C_GH02 			249							
705	Yining City - III		Yining City	Ili	43.9401340865103	81.3423007734943	prison - medium security	corroborated	P_GH03			302	XJV DB			https://shahit.biz/eng/#facilities			
706	Toksun - I		Toksun	Turpan	42.808593244938	88.6964363542088	detention center	Satellite - strong	C_TU06			340							
707			Gaocheng	Turpan	43.1523782863508	88.855355361226		Pre-2016 programme	P_TU02			360							
708	Yumin - I		Yumin	Tacheng	46.1572581179794	83.0258503488641	detention center	Satellite - strong	P_CH07			280							
709	Fuhai - I		Fuhai	Altay	47.1002783677763	87.5511495718703	camp	Satellite - medium				371							
712			Hutubi	Changji	44.6209069376639	86.7697307261758		Pre-2016 programme											
714	Fuhai - II		Fuhai	Altay	47.1090854243811	87.5512354025587	detention center	Satellite - strong				370							
